timestamp,Actual rating,Latency,Packet Drops,Errors,Idle jitter,Uptime,CPU,user,fakes,total,Credibility Rating,credibility,normalised rating,Reputation Score
2023-07-19 17:25:05+03:00,5,4.941908401808405,5.0,4.926302404323023,4.840027739277786,1.0000675880679224,4.814046236379899,0xB88BDD4d726E523fD4E1eeCE7a0A83f8143D8769,0,32,100,98,100,99

2023-07-19 17:26:00+03:00,2,4.941867936430086,5.0,4.926302404017475,4.83966306202989,1.000067586040311,4.8137341429938,0x1b7B437ed3905d53394c1ec539DC7B9a846095fB,13,29,56,80,40,99

2023-07-19 17:26:00+03:00,2,4.941867936430086,5.0,4.926302404017475,4.83966306202989,1.000067586040311,4.8137341429938,0xfe09bb45FfB1232E2A1CAC0C5767A6Ce316f474e,12,29,59,62,40,99

2023-07-19 17:26:01+03:00,5,4.941867936430086,5.0,4.926302404017475,4.83966306202989,1.000067586040311,4.8137341429938,0xC876A442f2853d7C8af5B50f78f6daa99B12F5CD,15,32,100,82,100,99

2023-07-19 17:26:02+03:00,2,4.941867936430086,5.0,4.926302404017475,4.83966306202989,1.000067586040311,4.8137341429938,0xC1683E71404223440439DbB12Da97147c65E59A7,20,36,45,46,40,99

2023-07-19 17:26:02+03:00,2,4.941867936430086,5.0,4.926302404017475,4.83966306202989,1.000067586040311,4.8137341429938,0x412967a16806e37de0a721EbC2781BD4704505a9,17,36,53,55,40,99

2023-07-19 17:26:03+03:00,5,4.941867936430086,5.0,4.926302404017475,4.83966306202989,1.000067586040311,4.8137341429938,0x37Ba95f652008C68d7A6770CB9649BFB81CD4e6a,16,36,100,90,100,99

2023-07-19 17:26:04+03:00,5,4.941867936430086,5.0,4.926302404017475,4.83966306202989,1.000067586040311,4.8137341429938,0xC057e7f9b4D9a2CB80710C3aC558084d9F6a7342,0,36,100,98,100,99

2023-07-19 17:26:05+03:00,5,4.941867936430086,5.0,4.926302404017475,4.83966306202989,1.000067586040311,4.8137341429938,0x829e2DE8f01933693252c98A3eDa9fBe74d5F2fB,0,35,100,98,100,99

2023-07-19 17:26:05+03:00,5,4.941867936430086,5.0,4.926302404017475,4.83966306202989,1.000067586040311,4.8137341429938,0xB88BDD4d726E523fD4E1eeCE7a0A83f8143D8769,0,33,100,98,100,99

2023-07-19 17:26:01+03:00,5,4.941909607991932,5.0,4.926541997357634,4.839007704729568,1.00006758401276,4.813150281636552,0xC876A442f2853d7C8af5B50f78f6daa99B12F5CD,15,33,100,89,100,99

2023-07-19 17:26:02+03:00,2,4.941909607991932,5.0,4.926541997357634,4.839007704729568,1.00006758401276,4.813150281636552,0xC1683E71404223440439DbB12Da97147c65E59A7,21,37,44,45,40,99

2023-07-19 17:26:02+03:00,2,4.941909607991932,5.0,4.926541997357634,4.839007704729568,1.00006758401276,4.813150281636552,0x412967a16806e37de0a721EbC2781BD4704505a9,18,37,52,53,40,99

2023-07-19 17:26:03+03:00,5,4.941909607991932,5.0,4.926541997357634,4.839007704729568,1.00006758401276,4.813150281636552,0x37Ba95f652008C68d7A6770CB9649BFB81CD4e6a,16,37,100,94,100,99

2023-07-19 17:26:04+03:00,5,4.941909607991932,5.0,4.926541997357634,4.839007704729568,1.00006758401276,4.813150281636552,0xC057e7f9b4D9a2CB80710C3aC558084d9F6a7342,0,37,100,98,100,99

2023-07-19 17:26:05+03:00,5,4.941909607991932,5.0,4.926541997357634,4.839007704729568,1.00006758401276,4.813150281636552,0x829e2DE8f01933693252c98A3eDa9fBe74d5F2fB,0,36,100,98,100,99

2023-07-19 17:26:05+03:00,5,4.941909607991932,5.0,4.926541997357634,4.839007704729568,1.00006758401276,4.813150281636552,0xB88BDD4d726E523fD4E1eeCE7a0A83f8143D8769,0,34,100,98,100,99

2023-07-19 17:27:00+03:00,2,4.941832106871896,5.0,4.925996598505134,4.839273195646659,1.0000675819852702,4.813881997345003,0x1b7B437ed3905d53394c1ec539DC7B9a846095fB,14,30,54,69,40,99

2023-07-19 17:27:00+03:00,2,4.941832106871896,5.0,4.925996598505134,4.839273195646659,1.0000675819852702,4.813881997345003,0xfe09bb45FfB1232E2A1CAC0C5767A6Ce316f474e,13,30,57,60,40,99

2023-07-19 17:27:01+03:00,5,4.941832106871896,5.0,4.925996598505134,4.839273195646659,1.0000675819852702,4.813881997345003,0xC876A442f2853d7C8af5B50f78f6daa99B12F5CD,15,34,100,93,100,99

2023-07-19 17:27:02+03:00,2,4.941832106871896,5.0,4.925996598505134,4.839273195646659,1.0000675819852702,4.813881997345003,0xC1683E71404223440439DbB12Da97147c65E59A7,22,38,43,44,40,99

2023-07-19 17:27:03+03:00,5,4.941832106871896,5.0,4.925996598505134,4.839273195646659,1.0000675819852702,4.813881997345003,0x412967a16806e37de0a721EbC2781BD4704505a9,18,38,100,71,100,99

