timestamp,Latency,Packet Drops,Errors,Idle jitter,Uptime,CPU
2023-05-23 10:46:43+03:00,62.306878,0.0,0.9006864,188.6,6040138.5,4.965035999999998
2023-05-23 10:47:13+03:00,50.85797,0.0,0.8,156.3,6040168.5,4.440150000000003
2023-05-23 10:47:43+03:00,71.6332483,0.0,0.8,135.6,6040198.5,5.145994000000002
2023-05-23 10:48:13+03:00,60.5832437,0.0,0.8,171.7,6040228.5,4.932651000000007
2023-05-23 10:48:43+03:00,61.096119,0.0,0.8,156.6,6040258.5,4.545760999999999
2023-05-23 10:49:13+03:00,67.645005,0.0,0.8999999,140.9,6040288.5,5.262311999999994
2023-05-23 10:49:43+03:00,51.8030492,0.0,0.9,155.2,6040318.5,3.952935999999994
2023-05-23 10:50:13+03:00,59.759208,0.0,0.8,146.8,6040348.5,4.827762000000007
2023-05-23 10:50:43+03:00,58.255628,0.0,0.7996569,196.4,6040378.5,4.500530999999995
2023-05-23 10:51:13+03:00,65.120734,0.0,0.8000001,141.3,6040408.5,4.554856000000001
2023-05-23 10:51:43+03:00,61.8453439,0.0,0.7382258,139.2,6040438.5,3.954177999999999
2023-05-23 10:52:13+03:00,64.931359,0.0,0.6237753,164.9,6040468.5,4.940556999999998
2023-05-23 10:52:43+03:00,60.2372659,0.0,0.8,154.50464,6040498.5,4.246999000000002
2023-05-23 10:53:13+03:00,62.797441,0.0,0.4000001,183.5,6040528.5,4.556072
2023-05-23 10:53:43+03:00,62.6053373,0.0,0.8,152.5,6040558.5,4.541893000000002
2023-05-23 10:54:13+03:00,61.3315826,0.0,0.8,146.4,6040588.5,4.921031999999997
2023-05-23 10:54:43+03:00,54.5323878,0.0,0.8306295,150.98413,6040618.5,4.239193999999998
2023-05-23 10:55:13+03:00,65.576365,0.0,0.8000001,183.9,6040648.5,4.455684000000005
2023-05-23 10:55:43+03:00,53.430889,0.0,0.6997692,163.4,6040678.5,4.748834000000002
2023-05-23 10:56:13+03:00,62.671537,0.0,0.8,165.1,6040708.5,4.842113999999995
2023-05-23 10:56:43+03:00,61.43046,0.0,0.4000001,176.4,6040738.5,4.724547999999999
2023-05-23 10:57:13+03:00,50.673652,0.0,0.8,130.5,6040768.5,4.2379470000000055
2023-05-23 10:57:43+03:00,72.963275,0.0,0.8,149.1,6040798.5,4.959639999999993
2023-05-23 10:58:13+03:00,62.0107666,0.0,0.8,179.1,6040828.5,4.740368000000004
2023-05-23 10:58:43+03:00,63.327103,0.0,0.8,181.9,6040858.5,4.339815999999999
2023-05-23 10:59:13+03:00,63.4279178,0.0,0.7997024,150.6,6040888.5,4.241600000000005
2023-05-23 10:59:43+03:00,55.156857,0.0,0.7,132.5,6040918.5,4.454160000000002
2023-05-23 11:00:13+03:00,64.0207403,0.0,0.8763068,173.9,6040948.5,5.050732999999994
2023-05-23 11:00:36+03:00,57.2408813,0.0,0.8680176,186.4,6040968.5,4.252876999999998
2023-05-24 17:58:20+03:00,61.5132383,0.0,0.8,155.0,6152428.5,4.534671000000003
2023-05-24 17:58:50+03:00,57.1588725,0.0,0.8998145,189.8,6152458.5,4.752133999999998
2023-05-24 17:59:20+03:00,61.7809607,0.0,0.7,196.37995,6152488.5,4.556315999999995
2023-05-24 17:59:50+03:00,73.2171694,0.0,0.6771334,223.4,6152518.5,4.468340999999995
2023-05-24 18:00:20+03:00,54.950765,0.0,0.6624707,161.2,6152548.5,4.639551999999995
2023-05-24 18:00:50+03:00,62.210503,0.0,0.8,139.1,6152578.5,4.844610000000003
2023-05-24 18:01:20+03:00,64.364943,0.0,0.5,200.377725,6152608.5,5.036490000000001
2023-05-24 18:01:50+03:00,60.697336,0.0,0.9,185.8,6152638.5,4.3397680000000065
2023-05-24 18:02:20+03:00,65.2121159,0.0,0.9000001,178.4,6152668.5,4.361558000000002
2023-05-24 18:02:50+03:00,60.707388,0.0,0.9,169.2,6152698.5,4.535021999999998
2023-05-24 18:03:20+03:00,61.324225,0.0,0.9000001,168.92647,6152728.5,4.547721999999993
2023-05-24 18:03:50+03:00,63.337246,0.0,0.9012446,214.3,6152758.5,4.9612379999999945
2023-05-24 18:04:20+03:00,65.046945,0.0,0.9,188.4,6152788.5,5.053413000000006
2023-05-24 18:04:50+03:00,63.1544514,0.0,0.4,151.9,6152818.5,4.508690999999999
2023-05-24 18:05:20+03:00,49.5744775,0.0,0.8000001,154.9,6152848.5,4.040997000000004
2023-05-24 18:05:50+03:00,60.9278577,0.0,0.8,179.7,6152878.5,4.849248000000003
2023-05-24 18:06:20+03:00,52.1222481,0.0,0.9,212.1,6152908.5,5.051910000000007
2023-05-24 18:06:50+03:00,62.023982,0.0,0.8,171.8,6152938.5,4.262361999999996
2023-05-24 18:07:20+03:00,60.2725042,0.0,0.8312288,162.1,6152968.5,5.442960999999997
2023-05-24 18:07:50+03:00,62.2586118,0.0,0.8,161.8,6152998.5,4.652027000000004
2023-05-24 18:08:20+03:00,61.42111,0.0,0.6777645,166.2,6153028.5,4.443889999999996
2023-05-24 18:08:50+03:00,62.117131,0.0,0.6913896,173.5,6153058.5,5.3387129999999985
2023-05-24 18:09:20+03:00,65.971892,0.0,0.8,134.2,6153088.5,4.349018999999998
2023-05-24 18:09:50+03:00,60.4850385,0.0,0.5,186.2,6153118.5,4.4461960000000005
2023-05-24 18:10:20+03:00,64.4848311,0.0,0.8,170.8,6153148.5,4.159250999999998
2023-05-24 18:10:50+03:00,64.672764,0.0,0.7999999,147.7,6153178.5,4.661270000000002
2023-05-24 18:11:20+03:00,58.2497989,0.0,0.7613252,161.8,6153208.5,4.736016000000006
2023-05-24 18:11:50+03:00,61.9105142,0.0,0.8,193.0,6153238.5,4.474034000000003
2023-05-24 18:12:20+03:00,61.554002,0.0,0.9011336,194.4,6153268.5,4.562363000000005
2023-05-24 18:12:50+03:00,56.2059221,0.0,0.830958,159.7,6153298.5,4.673567000000006
2023-05-24 18:13:20+03:00,71.8253119,0.0,0.8000001,177.9,6153328.5,4.7512940000000015
2023-05-24 18:13:50+03:00,60.6966109,0.0,0.8999999,143.0,6153358.5,4.6272459999999995
2023-05-24 18:14:02+03:00,62.2300664,0.0,0.9000001,163.4,6153378.5,4.725909999999999
2023-05-24 18:14:32+03:00,64.831053,0.0,0.8000001,191.0,6153408.5,5.161707000000007
2023-05-24 18:14:43+03:00,63.1295755,0.0,0.9,197.8,6153418.5,5.047951999999995
2023-05-24 18:15:13+03:00,57.6841,0.0,0.8,202.2,6153448.5,4.4535900000000055
2023-05-24 18:15:24+03:00,62.908591,0.0,0.8,175.50491,6153458.5,4.4432780000000065
2023-05-24 18:15:54+03:00,61.199787,0.0,0.799475,151.2,6153488.5,4.3419039999999995
2023-05-25 12:32:31+03:00,13000.2699,0.0,0.4,258.4,6219288.5,17.364261
2023-05-25 12:33:01+03:00,12738.9169,0.0,0.8,311.6,6219318.5,17.03479
2023-05-25 12:33:31+03:00,12552.2036,0.0,0.9000001,294.0,6219348.5,17.143119999999996
